Chrom,Start,End,REL_217	REL_607	
NC_012967,2552267,2552906	0.9014084	0.9733959
NC_012967,2552913,2555260	0.9808266	0.9561142
NC_012967,2555273,2555571	0.9463087	0.9161074
NC_012967,2555591,2555668	0.8571429	0.9220779
NC_012967,2555678,2555794	0.8534483	1.0000000
NC_012967,2555807,2568352	0.9550418	0.9622957
NC_012967,2568370,2574393	0.9528474	0.9349161
NC_012967,2574412,2574476	0.8281250	1.0000000
NC_012967,2574489,2575704	0.9012346	0.9884773
NC_012967,2575705,2577242	0.8985036	0.9674691
NC_012967,2577247,2578914	0.9574085	0.9406119
NC_012967,2578916,2579277	0.9445983	0.8891967
NC_012967,2579291,2579757	0.8283262	0.9849786
NC_012967,2579762,2580296	0.9943820	0.9157304
NC_012967,2580305,2582667	0.9864522	0.9686706
NC_012967,2582671,2583401	0.9602740	0.9589041
NC_012967,2583411,2585194	0.9685923	0.9427931
NC_012967,2585196,2587558	0.9453853	0.9115157
NC_012967,2587566,2591678	0.9569553	0.9051557
NC_012967,2591693,2592378	0.9985402	0.9445255
NC_012967,2592380,2592502	0.9180328	0.8032787
NC_012967,2592503,2592654	1.0000000	0.5761589
NC_012967,2592658,2593142	0.9442149	0.9049587
NC_012967,2593145,2594262	0.9561325	0.9086840
NC_012967,2594277,2594324	1.0000000	0.0000000
NC_012967,2594335,2594382	0.0000000	1.0000000
NC_012967,2594393,2594445	1.0000000	0.6730769
NC_012967,2594451,2595380	0.8783638	0.9720129
NC_012967,2595385,2596065	0.9500000	0.9558824
NC_012967,2596080,2596147	0.9104478	0.5373135
NC_012967,2596173,2596278	0.8857143	0.3809524
NC_012967,2596295,2596363	0.8823529	0.8676471
NC_012967,2596371,2596810	0.9589977	0.7858770
NC_012967,2596818,2596942	0.9112903	0.8629032
NC_012967,2596943,2597741	1.0000000	0.9711779
NC_012967,2597744,2599438	0.9551358	0.9214876
NC_012967,2599441,2599625	0.9728261	0.8750000
NC_012967,2599638,2600039	0.9925187	0.9526185
NC_012967,2600045,2601241	0.8837793	0.9573579
NC_012967,2601245,2602486	0.9871072	0.9476229
NC_012967,2602487,2603018	1.0000000	0.9416196
NC_012967,2603027,2603191	0.7073171	0.7378049
NC_012967,2603193,2603233	0.9750000	0.9000000
NC_012967,2603248,2604767	0.9795918	0.9242923
NC_012967,2604774,2605467	0.9653680	0.9437230
NC_012967,2605476,2609310	0.9713094	0.9293166
NC_012967,2609313,2609755	0.8959276	0.8800905
NC_012967,2609763,2609814	1.0000000	0.8823529
NC_012967,2609822,2609889	0.6716418	1.0000000
NC_012967,2609897,2613377	0.9571839	0.9362069
NC_012967,2613379,2613731	0.9403409	0.8409091
NC_012967,2613740,2614617	0.9201825	0.8323831
NC_012967,2614644,2618077	0.8974658	0.9233906
NC_012967,2618140,2618173	0.0000000	1.0000000
NC_012967,2618646,2618709	1.0000000	0.0000000
NC_012967,2618712,2622775	0.9825252	0.9532365
NC_012967,2622780,2622878	0.8469388	1.0000000
NC_012967,2622890,2623852	0.9636174	0.9345114
NC_012967,2623856,2626677	0.9294577	0.9436370
NC_012967,2626705,2627427	0.9903047	0.9916897
NC_012967,2627434,2628210	0.9716495	0.8479381
NC_012967,2628216,2629002	0.9770992	0.9936387
NC_012967,2629015,2629183	0.7440476	0.5952381
NC_012967,2629200,2632791	0.9855193	0.9390142
NC_012967,2632795,2634460	0.9507508	0.9483483
NC_012967,2634462,2634548	0.7441860	1.0000000
NC_012967,2634560,2635026	0.9034335	0.9935622
NC_012967,2635032,2636620	0.9729219	0.9691436
NC_012967,2636621,2638970	0.9484887	0.9412516
NC_012967,2638974,2639778	0.9639304	0.9713930
NC_012967,2639784,2640049	0.9245283	0.8415095
NC_012967,2640067,2640194	0.6535433	0.9370078
NC_012967,2640200,2640982	0.9718670	0.9514067
NC_012967,2640985,2643169	0.9739011	0.9262820
NC_012967,2643180,2647614	0.9357240	0.9691024
NC_012967,2647643,2647679	1.0000000	0.0000000
NC_012967,2652589,2652646	1.0000000	0.0000000
NC_012967,2652691,2652743	1.0000000	0.6153846
NC_012967,2652766,2656389	0.9757107	0.9249241
NC_012967,2656391,2656516	0.8800000	1.0000000
NC_012967,2656523,2656567	0.9318182	0.9545454
NC_012967,2656571,2656614	0.8372093	1.0000000
NC_012967,2656615,2659235	0.9725191	0.9832061
NC_012967,2659237,2659536	0.8862876	0.7959866
NC_012967,2659540,2662011	0.9809794	0.9599352
NC_012967,2662013,2664378	0.9416490	0.9902748
NC_012967,2664384,2665537	0.9089332	0.9809194
NC_012967,2665542,2667956	0.9726595	0.9788733
NC_012967,2667961,2668121	0.8812500	0.6812500
NC_012967,2668134,2668235	1.0000000	0.4257426
NC_012967,2668238,2669351	0.9236298	0.9245283
NC_012967,2669361,2670363	0.9850299	0.9101796
NC_012967,2670370,2671096	0.9931129	0.9889807
NC_012967,2671099,2672367	0.8848581	0.9037855
NC_012967,2672370,2672422	0.6923077	0.8846154
NC_012967,2672426,2676614	0.9696752	0.9639446
NC_012967,2676620,2682759	0.9703535	0.9628604
NC_012967,2682798,2682895	0.9278350	0.5463917
NC_012967,2683222,2685229	0.9157947	0.9486796
NC_012967,2685230,2686008	0.8727506	0.9652956
NC_012967,2686009,2687782	0.8561760	0.9458545
NC_012967,2687783,2689154	0.9314369	0.9183078
NC_012967,2689155,2691615	0.9089431	0.9475610
NC_012967,2691616,2691914	0.9060403	0.9563758
NC_012967,2691921,2693069	0.7621951	0.9808362
NC_012967,2693071,2693228	0.9299363	0.7133758
NC_012967,2693229,2694382	0.9661752	0.9384215
NC_012967,2694394,2696652	0.9765279	0.9012401
NC_012967,2696654,2696731	0.5324675	0.6883117
NC_012967,2696750,2697178	0.9392523	0.8948598
NC_012967,2697179,2698065	0.9221219	0.9729120
NC_012967,2698075,2698371	0.9763514	0.9155405
NC_012967,2698373,2699702	0.9593679	0.9307750
NC_012967,2699708,2705291	0.9645352	0.9337274
NC_012967,2705293,2708693	0.9797059	0.9235294
NC_012967,2708703,2716049	0.9761775	0.9842091
NC_012967,2716054,2716321	0.9363296	0.8764045
NC_012967,2716323,2717848	0.9914754	0.9744262
NC_012967,2717852,2718879	0.9707887	0.9396300
NC_012967,2718881,2719361	0.9458333	0.9020833
NC_012967,2719363,2721285	0.9708637	0.9443288
NC_012967,2721299,2721394	1.0000000	0.8000000
NC_012967,2721395,2723945	0.9537255	0.9078431
NC_012967,2723946,2725639	0.9763733	0.9616066
NC_012967,2725649,2725793	0.9861111	0.8680556
NC_012967,2725807,2730748	0.9386764	0.9431289
NC_012967,2730749,2731845	0.9151460	0.8740876
NC_012967,2731846,2734100	0.9303461	0.9565217
NC_012967,2734108,2735474	0.9048316	0.9319180
NC_012967,2735497,2735596	0.7171717	0.7575758
NC_012967,2735598,2738628	0.9712871	0.9669967
NC_012967,2738650,2738713	0.9206349	0.9523810
NC_012967,2738717,2740018	0.8977709	0.9561875
NC_012967,2740027,2740859	0.9471154	0.9086539
NC_012967,2740872,2744498	0.9600110	0.9351903
NC_012967,2744505,2749077	0.9744095	0.9151356
NC_012967,2749079,2752644	0.9683030	0.9116409
NC_012967,2752646,2753243	0.9782245	0.8760469
NC_012967,2753252,2753978	0.9187328	0.9256198
NC_012967,2753981,2754436	0.8659341	0.9120879
NC_012967,2754438,2757634	0.9687109	0.9696496
NC_012967,2757652,2758969	0.9726651	0.9787396
NC_012967,2758972,2760734	0.9171396	0.9875142
NC_012967,2760742,2768952	0.9512789	0.9532278
NC_012967,2768959,2772946	0.9498370	0.9724103
NC_012967,2772949,2773018	0.5217391	0.7101449
NC_012967,2774041,2774576	0.9663551	0.9738318
NC_012967,2775732,2777474	0.9575201	0.9552239
NC_012967,2777477,2777926	0.9599109	0.9977728
NC_012967,2777933,2778559	0.9888179	0.9776358
NC_012967,2778560,2779065	0.8772277	0.9504951
NC_012967,2779066,2779337	0.9114391	0.8413284
NC_012967,2779339,2780723	0.9053468	0.9920520
NC_012967,2780725,2780836	0.7027027	1.0000000
NC_012967,2780837,2782127	0.9364341	0.9333333
NC_012967,2782135,2782590	0.8285714	0.8923077
NC_012967,2782624,2787331	0.9687699	0.9464627
NC_012967,2787337,2788732	0.9211469	0.9648746
NC_012967,2788736,2788843	0.8691589	1.0000000
NC_012967,2788853,2789176	0.8235294	0.9040248
NC_012967,2789177,2793468	0.9482638	0.9482638
NC_012967,2793474,2793796	0.9751553	0.9782609
NC_012967,2793800,2794611	0.9926018	0.9247842
NC_012967,2794621,2795466	0.9278107	0.9846154
NC_012967,2795486,2805982	0.9760861	0.9546494
NC_012967,2805988,2817169	0.9583222	0.9437438
NC_012967,2817175,2820159	0.9922922	0.9698392
NC_012967,2820168,2822321	0.9521598	0.9349744
NC_012967,2822838,2822907	0.8115942	0.8260869
NC_012967,2822930,2823416	0.9711934	0.9012346
NC_012967,2823425,2823933	0.8897638	0.9901575
NC_012967,2823958,2825265	0.9801071	0.9525631
NC_012967,2825287,2826069	0.9578005	0.9757033
NC_012967,2826075,2829517	0.9601976	0.9747240
NC_012967,2829520,2830657	0.9058927	0.9868074
NC_012967,2830662,2835920	0.9577786	0.9547356
NC_012967,2835933,2839061	0.9389386	0.9319054
NC_012967,2839067,2839957	0.9617978	0.8887640
NC_012967,2839959,2840831	0.9759175	0.8761468
NC_012967,2840838,2840910	0.9722222	0.9861111
NC_012967,2840921,2842395	0.8894166	0.9423338
NC_012967,2842403,2843508	0.9538462	0.9493213
NC_012967,2843514,2844011	0.9678068	0.9255533
NC_012967,2844013,2846014	0.9535232	0.9750125
NC_012967,2846016,2847787	0.9712027	0.9158667
NC_012967,2847790,2848702	0.9616228	0.9057018
NC_012967,2848706,2849485	0.9306803	0.8716303
NC_012967,2849488,2859424	0.9637681	0.9690016
NC_012967,2859430,2864919	0.9610130	0.9648387
NC_012967,2864924,2869596	0.9674658	0.9531250
NC_012967,2869601,2872741	0.9579618	0.9573249
NC_012967,2872742,2873682	0.9191489	0.9808511
NC_012967,2873705,2874210	0.9603961	0.9762376
NC_012967,2874211,2874791	0.9965518	0.9086207
NC_012967,2874811,2874867	0.6428571	1.0000000
NC_012967,2874872,2876999	0.9562764	0.9106723
NC_012967,2877007,2880520	0.9795047	0.9433532
NC_012967,2880547,2882714	0.9538532	0.9700046
NC_012967,2882725,2882826	0.6633663	1.0000000
NC_012967,2883896,2884650	0.9204244	0.8355438
NC_012967,2884657,2885997	0.9985074	0.9895523
NC_012967,2885998,2886273	0.9963636	0.7672727
NC_012967,2886278,2886370	0.8478261	1.0000000
NC_012967,2886371,2887348	0.9508700	0.8894575
NC_012967,2887373,2888470	0.9790337	0.9252507
NC_012967,2888471,2890284	0.9652510	0.9569774
NC_012967,2890292,2890381	0.7528090	0.4719101
NC_012967,2890384,2890586	1.0000000	0.8910891
NC_012967,2890596,2895193	0.9710681	0.9651947
NC_012967,2895196,2896442	0.9486356	0.9775281
NC_012967,2896444,2896788	1.0000000	0.9622093
NC_012967,2896817,2897044	0.9647577	0.9118943
NC_012967,2897045,2900052	0.9148653	0.9567676
NC_012967,2900059,2901783	0.9744779	0.9599768
NC_012967,2901789,2904671	0.9611381	0.9694657
NC_012967,2904679,2906529	0.9718919	0.9389189
NC_012967,2906540,2911555	0.9762712	0.9641077
NC_012967,2911559,2913457	0.9668072	0.9762908
NC_012967,2913462,2914887	0.8975438	0.9600000
NC_012967,2914890,2917480	0.9397683	0.9501930
NC_012967,2917494,2917553	0.9152542	0.8813559
NC_012967,2917560,2918445	0.8870056	0.9717514
NC_012967,2918466,2918698	0.8362069	0.9482759
NC_012967,2918700,2921531	0.9614977	0.9720947
NC_012967,2921539,2924128	0.9401313	0.9324063
NC_012967,2924131,2924506	0.9893333	0.9866667
NC_012967,2924532,2925321	0.9315589	0.9936629
NC_012967,2925342,2927727	0.9798742	0.9039832
NC_012967,2927728,2928425	0.9727403	0.8780488
NC_012967,2928436,2939178	0.9559672	0.9587600
NC_012967,2939182,2939455	0.9670330	0.8205128
NC_012967,2939457,2940099	0.9937695	0.9672897
NC_012967,2940108,2942419	0.9904803	0.9558632
NC_012967,2942420,2949113	0.9690722	0.9474077
NC_012967,2949116,2951897	0.9665588	0.9597267
NC_012967,2951898,2952067	0.8816568	1.0000000
NC_012967,2952069,2952793	0.9143646	0.9861878
NC_012967,2952795,2955889	0.9453781	0.9793148
NC_012967,2955915,2961629	0.9735737	0.9756738
NC_012967,2961636,2964962	0.9407697	0.9314492
NC_012967,2964966,2965080	0.3157895	0.6929824
NC_012967,2965088,2965309	1.0000000	0.7601810
NC_012967,2965311,2968171	0.9898601	0.9444056
NC_012967,2968180,2970950	0.9736462	0.9498195
NC_012967,2970958,2974757	0.9405107	0.9694657
NC_012967,2974760,2979786	0.9663749	0.9639873
NC_012967,2979793,2980969	0.9600340	0.9030612
NC_012967,2980995,2981095	0.8000000	0.9700000
NC_012967,2981102,2981982	0.9704546	0.9647727
NC_012967,2981986,2982098	1.0000000	0.8392857
NC_012967,2982104,2982839	0.9768708	0.9469388
NC_012967,2982845,2983993	0.9564460	0.9155052
NC_012967,2983994,2985311	0.8959757	0.9726651
NC_012967,2985344,2988371	0.9345887	0.9448299
NC_012967,2988386,2989330	0.9322034	0.8930085
NC_012967,2989333,2989496	0.6134970	1.0000000
NC_012967,2989499,2990923	0.9578652	0.9389045
NC_012967,2990926,2992483	0.9351317	0.9678870
NC_012967,2992486,2998872	0.9533354	0.9678985
NC_012967,2998876,2998984	0.9629630	0.8055556
NC_012967,2998993,3001193	0.9722728	0.9081818
NC_012967,3001207,3002031	0.9830097	0.8361651
NC_012967,3002033,3006232	0.9733270	0.9590378
NC_012967,3006239,3008346	0.9639298	0.9060276
NC_012967,3008350,3009566	0.9654605	0.9169408
NC_012967,3009573,3013195	0.9511320	0.9511320
NC_012967,3013199,3014644	0.9653979	0.9515571
NC_012967,3014646,3014745	0.7979798	1.0000000
NC_012967,3014754,3017127	0.9595449	0.9414244
NC_012967,3017129,3019397	0.9228395	0.9391534
NC_012967,3019437,3022739	0.9579043	0.9576014
NC_012967,3022743,3024101	0.9801178	0.8969072
NC_012967,3024590,3024991	0.8877805	0.9800498
NC_012967,3024992,3029278	0.9764349	0.9729351
NC_012967,3029282,3033398	0.9540817	0.9608843
NC_012967,3033399,3033889	0.9000000	0.9612245
NC_012967,3033892,3034868	0.9077869	0.8975410
NC_012967,3034872,3036269	0.9169649	0.9778096
NC_012967,3036276,3036665	0.8920308	0.8714653
NC_012967,3036669,3040335	0.9708129	0.9375341
NC_012967,3040349,3040428	0.7468355	0.9113924
NC_012967,3040444,3042806	0.9847587	0.9546994
NC_012967,3042813,3047754	0.9332119	0.9597247
NC_012967,3047763,3047794	1.0000000	0.0000000
NC_012967,3047801,3047860	0.6101695	1.0000000
NC_012967,3047862,3050313	0.9334965	0.9677683
NC_012967,3050316,3050444	0.7265625	0.8750000
NC_012967,3050446,3050808	0.9861878	0.9226519
NC_012967,3050813,3051473	0.9363636	0.9257576
NC_012967,3051512,3053152	0.9682927	0.9500000
NC_012967,3053154,3054611	0.9773507	0.9354839
NC_012967,3054623,3057083	0.9686992	0.9605691
NC_012967,3057084,3058858	0.9323562	0.9458850
NC_012967,3058864,3060580	0.9772727	0.8997669
NC_012967,3060586,3061166	0.9672414	0.8327586
NC_012967,3061170,3061416	0.9796748	0.8536586
NC_012967,3061418,3064504	0.9607907	0.9718082
NC_012967,3064510,3078308	0.9594144	0.9557907
NC_012967,3078315,3078473	0.8607595	0.9367089
NC_012967,3078478,3081085	0.9367089	0.9478328
NC_012967,3081110,3081274	0.8719512	0.9329268
NC_012967,3081284,3082435	0.9070374	0.9617724
NC_012967,3082440,3083082	0.9626168	0.9781932
NC_012967,3083108,3084639	0.9621162	0.9542782
NC_012967,3084642,3091513	0.9666715	0.9170427
NC_012967,3091516,3095825	0.9166860	0.9401253
NC_012967,3095828,3096507	0.9337261	0.9469808
NC_012967,3096516,3097541	0.9775610	0.9648780
NC_012967,3097557,3099014	0.9148936	0.9711736
NC_012967,3099016,3105104	0.9694481	0.9758542
NC_012967,3105111,3105209	0.7959183	0.9693878
NC_012967,3105239,3106994	0.9595442	0.9760684
NC_012967,3106997,3109968	0.9808145	0.9454729
NC_012967,3109976,3113102	0.9660909	0.9651312
NC_012967,3113103,3117335	0.9494329	0.9716446
NC_012967,3117339,3119130	0.9664991	0.9436069
NC_012967,3119141,3119222	0.7160494	1.0000000
NC_012967,3119227,3122853	0.9522890	0.9787645
NC_012967,3122859,3123760	0.9844617	0.9889012
NC_012967,3123762,3123918	0.9423077	1.0000000
NC_012967,3123922,3124268	0.9219653	0.9913295
NC_012967,3124277,3126604	0.9664804	0.9806618
NC_012967,3126608,3127402	0.9546599	0.9483627
NC_012967,3127403,3130812	0.9712526	0.9574655
NC_012967,3130816,3133102	0.9746282	0.9269466
NC_012967,3133107,3133444	0.9851632	0.9881306
NC_012967,3133452,3135896	0.9697218	0.9664484
NC_012967,3135899,3136963	0.8571429	0.9219925
NC_012967,3136967,3140733	0.9495486	0.9641529
NC_012967,3140739,3145714	0.9644221	0.9246231
NC_012967,3145715,3147584	0.9898341	0.9844837
NC_012967,3147585,3148902	0.9081245	0.8967350
NC_012967,3148918,3148957	0.9743590	0.8974359
NC_012967,3148963,3149695	0.9740437	0.9562842
NC_012967,3149698,3149818	0.8000000	0.8000000
NC_012967,3149820,3152960	0.9299363	0.9579618
NC_012967,3152972,3155169	0.9563041	0.9157943
NC_012967,3155175,3155255	0.5875000	1.0000000
NC_012967,3155259,3155849	0.9711865	0.7881356
NC_012967,3155851,3158581	0.9798535	0.9681318
NC_012967,3158582,3163818	0.9595111	0.9621848
NC_012967,3163825,3164845	0.8784314	0.9686275
NC_012967,3164849,3165552	0.9473684	0.9630157
NC_012967,3165568,3166476	0.9603524	0.9724669
NC_012967,3166477,3166844	1.0000000	0.9863760
NC_012967,3166847,3167165	0.8930818	0.9874214
NC_012967,3167175,3167515	0.7882353	0.9264706
NC_012967,3167517,3168167	0.9430769	0.9815385
NC_012967,3168174,3168450	0.9456522	0.8913044
NC_012967,3168458,3168666	1.0000000	0.5144231
NC_012967,3168667,3169872	0.9377593	0.9941909
NC_012967,3169874,3174026	0.9768786	0.9125723
NC_012967,3174030,3175132	0.8874773	0.9119782
NC_012967,3175141,3178758	0.9513409	0.9682057
NC_012967,3178765,3181222	0.9747660	0.9621490
NC_012967,3181226,3181477	0.7768924	0.9960160
NC_012967,3181478,3181977	0.9098197	0.9779559
NC_012967,3181978,3182331	0.8951842	0.9943343
NC_012967,3182334,3182592	0.9844961	0.9186047
NC_012967,3182595,3186815	0.9436019	0.9625592
NC_012967,3186847,3187162	0.9015873	0.9396825
NC_012967,3187163,3189562	0.9670696	0.9258024
NC_012967,3189569,3190106	0.9422719	0.9702048
NC_012967,3190108,3190133	0.0000000	1.0000000
NC_012967,3190135,3191086	0.9106204	0.9348055
NC_012967,3191089,3191628	0.9944341	0.9610389
NC_012967,3191630,3191744	0.7982456	0.8508772
NC_012967,3191754,3194676	0.9897330	0.9182067
NC_012967,3194681,3198353	0.9656863	0.9795752
NC_012967,3198376,3199610	0.9886548	0.9862236
NC_012967,3199614,3202066	0.9857259	0.9094617
NC_012967,3202067,3203886	0.9736119	0.9169874
NC_012967,3203908,3205211	0.9401382	0.9723715
NC_012967,3205216,3205642	0.9248827	0.9624413
NC_012967,3205670,3205761	0.5604396	0.7472528
NC_012967,3205773,3205850	0.4675325	1.0000000
NC_012967,3205855,3209344	0.9661794	0.9613070
NC_012967,3209346,3212016	0.9565543	0.9711611
NC_012967,3212020,3212249	0.8165939	0.9388646
NC_012967,3212262,3212306	0.9545454	0.6590909
NC_012967,3212309,3214507	0.9440401	0.9390355
NC_012967,3214510,3219065	0.9686059	0.9497256
NC_012967,3219093,3219170	0.6753247	0.7142857
NC_012967,3219179,3220379	0.8983333	0.9583333
NC_012967,3220397,3220472	0.8933333	0.9066667
NC_012967,3220481,3220767	0.8811189	0.9790210
NC_012967,3220771,3224841	0.9562653	0.9800983
NC_012967,3224845,3226539	0.9817001	0.9994097
NC_012967,3226541,3232824	0.9583002	0.9697596
NC_012967,3232829,3234910	0.9240749	0.9461797
NC_012967,3234913,3235388	0.9957895	0.9389474
NC_012967,3235397,3235477	0.7750000	1.0000000
NC_012967,3235480,3240220	0.9561182	0.9069620
NC_012967,3240235,3240592	0.9719888	0.9719888
NC_012967,3240595,3242642	0.9535906	0.9452858
NC_012967,3242656,3245318	0.9853494	0.9646882
NC_012967,3245321,3246619	0.9899846	1.0000000
NC_012967,3246623,3247291	0.9895210	0.9805389
NC_012967,3247302,3247873	0.9439580	0.8931699
NC_012967,3247876,3248328	0.9469026	0.9734513
NC_012967,3248337,3252360	0.9684315	0.9393488
NC_012967,3252364,3255271	0.9690403	0.9576883
NC_012967,3255272,3258618	0.9731022	0.9871488
NC_012967,3258622,3260297	0.9701493	0.9462687
NC_012967,3260300,3261752	0.9738292	0.9366391
NC_012967,3261756,3262256	0.9900000	0.9560000
NC_012967,3262257,3264010	0.9646320	0.9583571
NC_012967,3264040,3264131	1.0000000	0.8791209
NC_012967,3264133,3265398	0.9391304	0.9446641
NC_012967,3265413,3266938	0.9337705	0.9927869
NC_012967,3266941,3268495	0.9369369	0.9691120
NC_012967,3268508,3272358	0.9649351	0.9376624
NC_012967,3272359,3272532	1.0000000	0.9364162
NC_012967,3272534,3272659	0.9040000	0.8880000
NC_012967,3272665,3272715	0.3800000	1.0000000
NC_012967,3272720,3274845	0.9670588	0.9035294
NC_012967,3274854,3279197	0.9818098	0.9691458
NC_012967,3279207,3284645	0.9678190	0.9681869
NC_012967,3284646,3285939	0.8986852	0.9512761
NC_012967,3285943,3288409	0.9655312	0.9655312
NC_012967,3288411,3290398	0.9547056	0.9612481
NC_012967,3290405,3290697	0.9452055	0.8287671
NC_012967,3290702,3291151	0.9755011	0.9465479
NC_012967,3291152,3296357	0.9775216	0.9477426
NC_012967,3296360,3298059	0.9852855	0.9505591
NC_012967,3298062,3299365	0.9693016	0.8925557
NC_012967,3299370,3299462	0.9021739	1.0000000
NC_012967,3299465,3299952	1.0000000	0.8726900
NC_012967,3299955,3300134	0.8603352	0.9162011
NC_012967,3300138,3306447	0.9803455	0.9532414
NC_012967,3306451,3313063	0.9810950	0.9552329
NC_012967,3313066,3314082	0.9704725	0.9429134
NC_012967,3314097,3314219	1.0000000	0.4836065
NC_012967,3314230,3315204	0.9517454	0.8398357
NC_012967,3315217,3316531	0.9665145	0.9170472
NC_012967,3316532,3319168	0.9366465	0.9472686
NC_012967,3319179,3319302	0.7398374	1.0000000
NC_012967,3319303,3321484	0.9642366	0.9564420
NC_012967,3321485,3321568	1.0000000	0.8313253
NC_012967,3321569,3322306	0.8873813	0.9837178
NC_012967,3322310,3322574	0.9507576	0.7007576
NC_012967,3322577,3322685	1.0000000	0.4351852
NC_012967,3322698,3323362	0.9111446	0.9924699
NC_012967,3323372,3326359	0.9527954	0.9702042
NC_012967,3326377,3327330	0.9024134	0.9129066
NC_012967,3327334,3328146	0.9667488	0.9076355
NC_012967,3328147,3334296	0.9595056	0.9557652
NC_012967,3334310,3335751	0.9479528	0.9243581
NC_012967,3335756,3337813	0.9703451	0.9591638
NC_012967,3337814,3338932	0.9785331	0.9713774
NC_012967,3338933,3341374	0.9365014	0.9864810
NC_012967,3341375,3341481	0.4528302	0.8679245
NC_012967,3341484,3342153	0.9730942	0.9895366
NC_012967,3342154,3342825	0.9821162	0.9657228
NC_012967,3342838,3343800	0.9729730	0.9428275
NC_012967,3343811,3346173	0.9593565	0.9767147
NC_012967,3346175,3346478	0.9504951	0.8151815
NC_012967,3346482,3351301	0.9726084	0.9632704
NC_012967,3351310,3351697	0.9095607	0.8501292
NC_012967,3351746,3351794	0.7500000	1.0000000
NC_012967,3354148,3354222	0.4864865	0.9594595
NC_012967,3354258,3354323	0.5538462	1.0000000
NC_012967,3354366,3354439	0.0000000	1.0000000
NC_012967,3354509,3354545	0.0000000	1.0000000
NC_012967,3356444,3356483	1.0000000	0.0000000
NC_012967,3356564,3356602	1.0000000	0.0000000
NC_012967,3356751,3360937	0.9794554	0.9684663
NC_012967,3360938,3367458	0.9608896	0.9848160
NC_012967,3367465,3369944	0.9883018	0.9721662
NC_012967,3369946,3372156	0.9895927	0.9606335
NC_012967,3372157,3373843	0.9911032	0.9418743
NC_012967,3373845,3385627	0.9708029	0.9736038
NC_012967,3385628,3385794	0.7228916	1.0000000
NC_012967,3385795,3386329	0.9943820	0.9737828
NC_012967,3386335,3388998	0.9725873	0.9481788
NC_012967,3388999,3397680	0.9632531	0.9680912
NC_012967,3397685,3397794	0.8256881	0.9541284
NC_012967,3397800,3398105	0.9573771	0.8557377
NC_012967,3398138,3398208	1.0000000	0.6142857
NC_012967,3398247,3398315	0.6911765	0.9411765
NC_012967,3398329,3398405	0.6842105	0.8026316
NC_012967,3398622,3398658	1.0000000	0.0000000
NC_012967,3398703,3398780	0.7402598	0.9740260
NC_012967,3398800,3398877	0.6623377	1.0000000
NC_012967,3398886,3398914	0.0000000	1.0000000
NC_012967,3398920,3405755	0.9669349	0.9815655
NC_012967,3405762,3408522	0.9836956	0.9014493
NC_012967,3408526,3409254	0.8859890	0.8159341
NC_012967,3409255,3410253	0.9569138	0.9278557
NC_012967,3410255,3410372	0.8205128	0.9658120
NC_012967,3410382,3411661	0.9444879	0.9257232
NC_012967,3411664,3412296	0.9161392	0.9715190
NC_012967,3412299,3412704	0.9012346	0.7629629
NC_012967,3412708,3415292	0.9605263	0.9655573
NC_012967,3415294,3415994	0.9200000	0.8871428
NC_012967,3415998,3416591	0.9477234	0.9848229
NC_012967,3416596,3420733	0.9603577	0.9504472
NC_012967,3420738,3421776	0.8921002	0.9749518
NC_012967,3421787,3422354	0.9488536	0.9523810
NC_012967,3422360,3422843	0.9523810	0.9523810
NC_012967,3422846,3425796	0.9603390	0.9501695
NC_012967,3425802,3426376	1.0000000	0.9581882
NC_012967,3426377,3428018	0.9183425	0.9561243
NC_012967,3428020,3430347	0.9600344	0.9252256
NC_012967,3430383,3431008	1.0000000	0.8928000
NC_012967,3431009,3432941	0.9508281	0.9451346
NC_012967,3432951,3433502	0.9491833	0.9854810
NC_012967,3433504,3433550	0.0000000	1.0000000
NC_012967,3434136,3438190	0.9553527	0.9701529
NC_012967,3438202,3439239	0.9479267	0.9681774
NC_012967,3439241,3442596	0.9645305	0.9883755
NC_012967,3442603,3443121	0.9382240	0.9247105
NC_012967,3443125,3446619	0.9894104	0.9642244
NC_012967,3446624,3446755	0.7633588	0.7328244
NC_012967,3446764,3447452	0.9738372	0.9229651
NC_012967,3447478,3451099	0.9544325	0.9574703
NC_012967,3451115,3451215	0.9000000	0.9400000
NC_012967,3451216,3451804	0.9421769	0.9727891
NC_012967,3451806,3454102	0.9716899	0.9268293
NC_012967,3454104,3455801	0.9923394	0.9528580
NC_012967,3455806,3458477	0.9707975	0.9427181
NC_012967,3458492,3458757	0.8905661	1.0000000
NC_012967,3458778,3460205	0.9670638	0.9159075
NC_012967,3460215,3471616	0.9733357	0.9489518
NC_012967,3471622,3473932	0.9363636	0.9761904
NC_012967,3473946,3475025	0.9731233	0.9851714
NC_012967,3475030,3479295	0.9784291	0.9430246
NC_012967,3479296,3480304	0.8898810	0.9315476
NC_012967,3480320,3480486	0.9578313	0.6927711
NC_012967,3480489,3481464	0.9938462	0.9753846
NC_012967,3481465,3482603	0.9771529	0.9622144
NC_012967,3482606,3482683	0.8831169	0.9350649
NC_012967,3482689,3483426	0.9592944	0.9484396
NC_012967,3483429,3484598	0.9563730	0.9392644
NC_012967,3484610,3487594	0.9641421	0.9189008
NC_012967,3487624,3489069	0.9439446	0.9972318
NC_012967,3489070,3491820	0.9505454	0.9381818
